,Itemset,Itemset Support,Rule Antecedent,Rule Consequent,Rule Confidence,Rule Lift
0,"frozenset({'ARTS 206', 'ART', '16', '0'})",0.007365578197888534,"frozenset({'ART', '16', '0'})",frozenset({'ARTS 206'}),0.4166666666666667,45.86711711711712
1,"frozenset({'BIOL', 'HSC S133', 'Joanna Miller'})",0.0076148366494718745,"frozenset({'BIOL', 'Joanna Miller'})",frozenset({'HSC S133'}),0.911764705882353,119.73529411764707
2,"frozenset({'BC 18', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG'})",0.009334315892901008,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'WRTG'})",frozenset({'BC 18'}),0.33333333333333337,19.11267605633803
3,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTH', 'ARTS 106'})",0.009825595676737903,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTH'})",frozenset({'ARTS 106'}),0.851063829787234,42.77383766745469
4,"frozenset({'William Mutter', 'ART', 'ARTS 7'})",0.007151664611590629,"frozenset({'William Mutter', 'ART'})",frozenset({'ARTS 7'}),0.9062500000000001,126.71875000000001
5,"frozenset({'2', 'EAP', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'2', 'EAP', '0'})",frozenset({'COM PRES'}),0.6666666666666666,44.20765027322404
6,"frozenset({'Jennifer Ostrega', 'EAP', '0', 'COM PRES'})",0.009641532756489494,"frozenset({'Jennifer Ostrega', 'EAP', '0'})",frozenset({'COM PRES'}),0.609375,40.408555327868854
7,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP', '0', 'COM PRES'})",0.009147095179233622,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'EAP', '0'})",frozenset({'COM PRES'}),0.49333333333333335,32.71366120218579
8,"frozenset({'ARTS 102', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.007895386133728102,"frozenset({'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ART'})",frozenset({'ARTS 102'}),0.3368421052631579,35.92686980609418
9,"frozenset({'HSC S3A', '24', 'PSYC'})",0.011576354679802956,"frozenset({'24', 'PSYC'})",frozenset({'HSC S3A'}),0.8245614035087719,36.78812415654521
10,"frozenset({'16', '18', '2', 'EAP', 'COM PRES', '0'})",0.008405438813349814,"frozenset({'16', '18', '2', 'EAP', '0'})",frozenset({'COM PRES'}),0.85,56.36475409836065
11,"frozenset({'BC 103', 'SPAN', '18'})",0.007891491985203452,"frozenset({'SPAN', '18'})",frozenset({'BC 103'}),0.2162162162162162,8.118118118118117
12,"frozenset({'HSC S211', 'CHEM', '16'})",0.013503560029462312,"frozenset({'CHEM', '16'})",frozenset({'HSC S211'}),0.5555555555555555,41.14141414141414
